verbs,words,metric
"[{'verb': 'исенә', 'description': {'V': 'исенә', 'Arg(агенс)': 'сөекле', 'Arg(пациенс)': 'аны', 'Arg(конечная точка)': 'муенына', 'Arg(причина)': 'рухлар'}, 'tags': ['O', 'Arg(агенс)', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'Arg(конечная точка)', 'O', 'O', 'O', 'O', 'Arg(причина)', 'V', 'O', 'O']}]","['Әтисенең', 'сөекле', 'кызы,', 'кыю', 'йөгереп,', 'аны', 'кочаклап,', 'муенына', 'эленеп,', 'бакенбардтан', 'таралган', 'таныш', 'рухлар', 'исенә', 'шатланып', 'шатланды']",1.0
"[{'verb': 'тотып', 'description': {'V': 'тотып', 'Arg(агенс)': 'әти', 'Arg(субъект психологического состояния)': 'кыз', 'Arg(субъект перемещения)': 'кыз', 'Arg(пациенс)': 'аны'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект психологического состояния)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'Arg(пациенс)', 'V', 'O']}]","['Аны', 'үбеп,', 'ниһаять,', 'кызылдагы', 'позициядән', 'һәм', 'назлы', 'назлы', 'йөздә,', 'кыз', 'кулларын', 'аерды', 'һәм', 'артка', 'йөгерергә', 'теләде;', 'ләкин', 'әти', 'аны', 'тотып', 'калды']",0.83
"[{'verb': 'ул', 'description': {'V': 'ул', 'Arg(говорящий)': 'исән'}, 'tags': ['O', 'O', 'V', 'Arg(говорящий)', 'O', 'O', 'O']}]","['""Сәлам–,', 'диде', 'ул', 'исән', 'калган', 'малайга', 'елмаеп']",1.0
"[{'verb': 'сизде', 'description': {'V': 'сизде', 'Arg(причина)': 'малайны', 'Arg(признак)': 'тигез', 'Arg(содержание мысли)': 'моны'}, 'tags': ['O', 'Arg(причина)', 'O', 'O', 'O', 'O', 'O', 'Arg(признак)', 'O', 'O', 'O', 'Arg(причина)', 'Arg(содержание мысли)', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Ул', 'малайны', 'азрак', 'яратканын', 'аңлады', 'һәм', 'һәрвакыт', 'тигез', 'булырга', 'тырышты;', 'ләкин', 'малай', 'моны', 'сизде', 'һәм', 'әтисенең', 'салкын', 'елмаюына', 'елмаеп', 'җавап', 'бирмәде']",0.67
"[{'verb': 'йокламадым"",', 'description': {'V': 'йокламадым"",', 'Arg(срок)': 'төне'}, 'tags': ['O', 'O', 'O', 'Arg(срок)', 'O', 'V', 'V', 'O', 'O', 'O']}]","['»', 'Димәк,', 'мин', 'төне', 'буе', 'йокламадым"",', '-', 'дип', 'уйлады', 'ул']",1.0
"[{'verb': 'кызарды', 'description': {'V': 'кызарды', 'Arg(причина)': 'әтисе'}, 'tags': ['O', 'Arg(причина)', 'O', 'V']}]","['Ул', 'әтисе', 'өчен', 'кызарды']",1.0
"[{'verb': 'аңлады', 'description': {'V': 'аңлады'}, 'tags': ['O', 'O', 'O', 'V', 'O', 'O']}]","['Ул', 'шунда', 'ук', 'аңлады', 'һәм', 'кызарды']",0.5
"[{'verb': 'Белмим,', 'description': {'V': 'Белмим,', 'Arg(субъект ментального состояния)': '-', 'Arg(говорящий)': '-'}, 'tags': ['V', 'V', 'V', 'O', 'O']}]","['-', 'Белмим,', '-', 'диде', 'ул']",1.0
"[{'verb': 'кушмады,', 'description': {'V': 'кушмады,', 'Arg(говорящий)': 'Ул', 'Arg(агенс)': 'Ул'}, 'tags': ['O', 'Arg(говорящий)', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['–', 'Ул', 'укырга', 'кушмады,', 'ә', 'Гүл', 'ханым', 'белән', 'әби', 'янына', 'барырга', 'кушты']",1.0
"[{'verb': '', 'description': {'Arg(говорящий)': 'диде'}, 'tags': ['O', 'O', 'Arg(говорящий)', 'Arg(говорящий)', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Әйе,', 'тукта,', '-', 'диде', 'ул,', 'барыбер', 'аны', 'тотып,', 'нечкә', 'каләмен', 'тимереп']",0.25
"[{'verb': 'бирде', 'description': {'V': 'бирде', 'Arg(субъект перемещения)': 'анда', 'Arg(пациенс)': 'тартмасы', 'Arg(агенс)': 'анда'}, 'tags': ['O', 'O', 'O', 'Arg(субъект перемещения)', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V']}]","['Ул', 'мичтән', 'чыкты,', 'анда', 'ул', 'кичә', 'куйды,', 'конфет', 'тартмасы', 'бирде', 'һәм', 'аңа', 'яраткан,', 'шоколад', 'һәм', 'помаднаяны', 'сайлап,', 'икесен', 'бирде']",0.8
"[{'verb': '', 'description': {'Arg(агенс)': 'погладив', 'Arg(траектория)': 'аның', 'Arg(эталон)': 'тамырында', 'Arg(пациенс перемещения)': 'погладив', 'Arg(конечная точка)': 'поцеловал'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(агенс)', 'Arg(траектория)', 'O', 'O', 'Arg(конечная точка)', 'Arg(траектория)', 'Arg(эталон)', 'O', 'O', 'O', 'O', 'Arg(траектория)']}]","['–', 'Тагын', 'бер', 'тапкыр', 'погладив', 'аның', 'җилкәсенә,', 'ул', 'поцеловал', 'аны', 'тамырында', 'чәч,', 'муенына', 'һәм', 'отпускил', 'аны']",0.83
"[{'verb': 'Матвей', 'description': {'V': 'Матвей', 'Arg(содержание высказывания)': 'әзер–,'}, 'tags': ['O', 'Arg(содержание высказывания)', 'O', 'V']}]","['""Арба', 'әзер–,', 'диде', 'Матвей']",0.67
"[{'verb': '', 'description': {'Arg(говорящий)': 'өстәде'}, 'tags': ['O', 'O', 'O', 'Arg(говорящий)', 'O', 'Arg(говорящий)', 'O']}]","['–', 'Әйе', 'ялваручы,', '-', 'дип', 'өстәде', 'ул']",0.5
"[{'verb': '-', 'description': {'V': '-'}, 'tags': ['O', 'O', 'O', 'O', 'V', 'O', 'O']}]","['–', 'Ярар,', 'тизрәк', 'сора,', '-', 'диде', 'Облонский']",0.5
"[{'verb': 'ярдәм', 'description': {'V': 'ярдәм', 'Arg(содержание высказывания)': 'мөмкин', 'Arg(стимул)': 'Аркадьич,', 'Arg(адресат)': 'һәм'}, 'tags': ['O', 'O', 'O', 'Arg(содержание высказывания)', 'O', 'Arg(адресат)', 'O', 'O', 'O', 'O', 'O', 'Arg(стимул)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(адресат)', 'O', 'O', 'Arg(адресат)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(адресат)', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O']}]","['Сораштыручы,', 'штабскапитанша', 'Калинина', 'мөмкин', 'булмаган', 'һәм', 'Бестолков', 'турында', 'сорады;', 'ләкин', 'Степан', 'Аркадьич,', 'гадәттәгечә,', 'аны', 'игътибар', 'белән', 'утыртты,', 'бүленмичә,', 'аны', 'тыңлады', 'һәм', 'аңа', 'кемгә', 'һәм', 'ничек', 'мөрәҗәгать', 'итәргә', 'икәнлеген', 'җентекләп', 'киңәш', 'бирде,', 'хәтта', 'үзенең', 'зур,', 'сузылган,', 'матур', 'һәм', 'төгәл', 'кулъязмасын', 'аңа', 'үзенә', 'ярдәм', 'итә', 'алган', 'затка', 'язма', 'язды']",0.5
"[{'verb': 'шляпасын', 'description': {'V': 'шляпасын'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O']}]","['Штабскапитаншасын', 'җибәргәннән', 'соң,', 'Степан', 'Аркадьич', 'шляпасын', 'алды', 'да', 'туктап', 'калды']",0.25
"[{'verb': 'хатынын', 'description': {'V': 'хатынын', 'Arg(содержание мысли)': 'ул', 'Arg(цель)': 'онытырга'}, 'tags': ['O', 'O', 'Arg(содержание мысли)', 'V', 'Arg(цель)', 'O', 'O', 'O', 'O', 'O']}]","['Шулай', 'итеп,', 'ул', 'хатынын', 'онытырга', 'теләгәннән', 'башка', 'бернәрсә', 'дә', 'онытмаган']",0.75
"[{'verb': 'була', 'description': {'V': 'була', 'Arg(говорящий)': 'тавыш', 'Arg(тема)': 'аларның'}, 'tags': ['O', 'Arg(говорящий)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Эчке', 'тавыш', 'аңа', 'йөрергә', 'кирәк', 'түгел,', 'ялганнан', 'кала', 'бернәрсә', 'дә', 'була', 'алмый,', 'аларның', 'мөнәсәбәтләрен', 'төзәтеп', 'булмый,', 'чөнки', 'аны', 'тагын', 'да', 'җәлеп', 'итүчән', 'һәм', 'дулкынландыргыч', 'мәхәббәт', 'итү', 'мөмкин', 'түгел,', 'яисә', 'аны', 'яратырга', 'сәләтле', 'булмаган', 'карт', 'итеп', 'ясап', 'булмый']",1.0
"[{'verb': 'чыга', 'description': {'V': 'чыга', 'Arg(содержание действия)': 'табигатенә', 'Arg(тема)': 'ялганнан'}, 'tags': ['O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'Arg(тема)', 'O', 'Arg(содержание действия)', 'O', 'O']}]","['Ялган', 'һәм', 'ялганнан', 'кала,', 'хәзер', 'бернәрсә', 'дә', 'чыга', 'алмады;', 'әфәнде', 'һәм', 'ялган', 'аның', 'табигатенә', 'җирәнгеч', 'иде']",0.75
"[{'verb': 'үз-үзенә', 'description': {'V': 'үз-үзенә', 'Arg(говорящий)': 'диде', 'Arg(агенс)': 'диде'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'Arg(говорящий)', 'O', 'O', 'O', 'O', 'O']}]","['«Ләкин', 'кайчан', 'да', 'булса', 'кирәк;', 'алай', 'кала', 'алмый', 'бит"",', '-', 'диде', 'ул,', 'үз-үзенә', 'кыюлык', 'бирергә', 'тырышып']",0.6
"[{'verb': 'ачты', 'description': {'V': 'ачты', 'Arg(агенс)': 'аны', 'Arg(пациенс перемещения)': 'аны', 'Arg(пациенс)': 'ишек', 'Arg(траектория)': 'бүлмә', 'Arg(субъект перемещения)': 'аны', 'Arg(способ)': 'адымнар', 'Arg(эталон)': 'йокы'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'Arg(способ)', 'O', 'O', 'Arg(траектория)', 'O', 'O', 'O', 'Arg(эталон)', 'O', 'O', 'Arg(пациенс)', 'V']}]","['Ул', 'күкрәген', 'турайтты,', 'папиросканы', 'чыгарды,', 'тәмәке', 'тартты,', 'ике', 'тапкыр', 'суга', 'батты,', 'аны', 'Энҗе', 'кабыгына', 'ташлады,', 'тиз', 'адымнар', 'белән', 'караңгы', 'бүлмә', 'үтте', 'һәм', 'хатынының', 'йокы', 'бүлмәсенә', 'бүтән', 'ишек', 'ачты']",0.89
"[{'verb': 'худобы', 'description': {'V': 'худобы', 'Arg(место)': 'испуганными', 'Arg(тема)': 'худобые'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'Arg(место)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Ivdarья', 'Александровна,', 'кофточкада', 'һәм', 'затылкадагы', 'косами', 'белән', 'сирәк,', 'кайчан', 'куе', 'һәм', 'матур', 'чәч,', 'осунувшимся,', 'худобые', 'зат', 'һәм', 'зур,', 'выдававшимся', 'нче', 'худобы', 'затлар,', 'испуганными', 'күзлегеннән,', 'басып', 'торды', 'арасында', 'разбросанных', 'әйберләр', 'алдында', 'ачык', 'шифоньеркой,', 'аның', 'ул', 'сайлаган', 'нәрсә']",0.6
"[{'verb': '', 'description': {'Arg(субъект перемещения)': 'ул', 'Arg(субъект восприятия)': 'ул', 'Arg(содержание высказывания)': 'сүзләр', 'Arg(говорящий)': 'ул', 'Arg(адресат)': 'ул'}, 'tags': ['O', 'O', 'O', 'Arg(субъект перемещения)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание высказывания)', 'O', 'O']}]","['Иренең', 'адымнарын', 'ишеткәч,', 'ул', 'туктады,', 'ишеккә', 'карап,', 'йөзенә', 'катгый', 'һәм', 'хурлыклы', 'сүзләр', 'әйтергә', 'тырышты']",0.83
"[{'verb': '', 'description': {'Arg(субъект психологического состояния)': 'аңардан', 'Arg(причина)': 'датадан'}, 'tags': ['O', 'Arg(субъект психологического состояния)', 'O', 'O', 'O', 'Arg(причина)', 'O', 'O']}]","['Ул', 'аңардан', 'курка', 'һәм', 'киләсе', 'датадан', 'курка', 'иде']",0.67
"[{'verb': 'китәчәк', 'description': {'V': 'китәчәк', 'Arg(агенс)': 'ул', 'Arg(конечная точка)': 'Ул', 'Arg(пациенс)': 'ул', 'Arg(конечный посессор)': 'ул', 'Arg(тема)': 'ул', 'Arg(цель)': 'кала'}, 'tags': ['Arg(конечная точка)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'Arg(цель)', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Ул', 'бу', 'өч', 'көн', 'эчендә', 'унынчы', 'тапкыр', 'эшләргә', 'тырышканны', 'эшләргә', 'тырышты:', 'балалар', 'һәм', 'әнисенә', 'алып', 'китәчәк', 'әйберләрен', 'сайлап', 'алу', 'һәм', 'кабат', 'батырчылык', 'итә', 'алмады;', 'ләкин', 'хәзер,', 'элеккеге', 'кебек,', 'ул', 'үзенә', 'шулай', 'кала', 'алмый,', 'ул', 'нәрсәдер', 'эшләргә,', 'җәзага', 'тартырга,', 'оятка', 'калдырырга,', 'аңа', 'ясаган', 'газапларының', 'аз', 'өлеше', 'өчен', 'үч', 'алырга', 'тиеш', 'иде']",0.88
"[{'verb': 'аны', 'description': {'V': 'аны', 'Arg(говорящий)': 'чөнки', 'Arg(содержание высказывания)': 'бу', 'Arg(субъект ментального состояния)': 'чөнки', 'Arg(эталон)': 'чөнки', 'Arg(содержание мысли)': 'аны', 'Arg(субъект психологического состояния)': 'чөнки', 'Arg(причина)': 'чөнки'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание высказывания)', 'O', 'O', 'O', 'Arg(содержание высказывания)', 'O', 'O', 'O', 'Arg(говорящий)', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'V', 'O']}]","['Ул', 'әле', 'дә', 'китәр', 'дип', 'әйтә', 'иде,', 'ләкин', 'бу', 'мөмкин', 'түгел', 'иде;', 'бу', 'мөмкин', 'түгел', 'иде,', 'чөнки', 'ул', 'аны', 'ире', 'дип', 'саный', 'алмый', 'һәм', 'аны', 'ярата']",1.0
"[{'verb': 'дип', 'description': {'V': 'дип', 'Arg(содержание мысли)': 'алар', 'Arg(субъект ментального состояния)': 'алар'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание мысли)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O']}]","['Моннан', 'тыш,', 'ул', 'монда,', 'үз', 'өендә,', 'биш', 'баласын', 'карарга', 'вакыт', 'җитмәсә,', 'алар', 'белән', 'кая', 'баруы', 'тагын', 'да', 'начаррак', 'булыр', 'дип', 'уйлады']",1.0
"[{'verb': 'диярлек', 'description': {'V': 'диярлек', 'Arg(пациенс)': 'калганнары'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'O', 'V', 'O', 'O']}]","['Әле', 'бу', 'өч', 'көн', 'эчендә', 'кечкенәсе', 'аны', 'Начар', 'чүпрәк', 'белән', 'тукландырган,', 'ә', 'калганнары', 'кичә', 'төшке', 'ашсыз', 'диярлек', 'авырып', 'киткән']",0.67
"[{'verb': 'китәр', 'description': {'V': 'китәр', 'Arg(субъект ментального состояния)': 'ул', 'Arg(пациенс)': 'үзен', 'Arg(агенс)': 'ул', 'Arg(субъект перемещения)': 'ул'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'Arg(субъект ментального состояния)', 'O', 'O', 'O', 'O', 'V', 'O']}]","['Ул', 'китү', 'мөмкин', 'түгел', 'дип', 'уйлады;', 'ләкин', 'үзен', 'алдап,', 'ул', 'барыбер', 'әйберләрне', 'сайлап', 'алып', 'китәр', 'иде']",0.83
"[{'verb': '', 'description': {'Arg(агенс)': 'аны', 'Arg(пациенс перемещения)': 'кулларын', 'Arg(конечная точка)': 'аны'}, 'tags': ['O', 'O', 'Arg(пациенс перемещения)', 'Arg(пациенс перемещения)', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Ирен', 'күргәч,', 'ул', 'кулларын', 'шифоньерка', 'тартмасына', 'салды,', 'гүя', 'аны', 'эзләп', 'тапты', 'да,', 'янына', 'килеп', 'кенә', 'карады']",0.75
"[{'verb': 'күрсәткән', 'description': {'V': 'күрсәткән', 'Arg(субъект психологического состояния)': 'ул', 'Arg(говорящий)': 'ул'}, 'tags': ['O', 'O', 'O', 'Arg(субъект психологического состояния)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V']}]","['Ләкин', 'аның', 'йөзе,', 'ул', 'катгый', 'һәм', 'тәвәккәл', 'белдерергә', 'теләгән,', 'югалтуны', 'һәм', 'газапларны', 'күрсәткән']",0.6
"[{'verb': '', 'description': {'Arg(агенс)': 'ул', 'Arg(субъект психологического состояния)': 'ул', 'Arg(тема)': 'ул'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Ул', 'башын', 'җилкәсенә', 'тартты', 'һәм', 'аяныч', 'һәм', 'буйсынучан', 'күренешкә', 'ия', 'булырга', 'теләде,', 'ләкин', 'ул', 'барыбер', 'яңалык', 'һәм', 'сәламәтлек', 'белән', 'балкып', 'торды']",0.5
"[{'verb': 'һәм', 'description': {'V': 'һәм', 'Arg(пациенс)': 'укый', 'Arg(агенс)': 'иде;'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O']}]","['Степан', 'Аркадьич', 'хатыны', 'турында', 'уйлаганда', 'тыныч', 'була', 'алыр', 'иде,', 'Матвей', 'сүзләренчә,', 'барысы', 'да', 'газета', 'укый', 'һәм', 'кофе', 'эчә', 'алыр', 'дип', 'өметләнә', 'алыр', 'иде;', 'ләкин', 'ул', 'газапланган,', 'газапланган', 'йөзен', 'күргәч,', 'бу', 'тавышны', 'ишеткәч,', 'буйсынучан', 'һәм', 'өметсез', 'кеше,', 'аның', 'сулышы', 'алды,', 'һәм', 'аның', 'күзләре', 'яшьләнде']",0.5
"[{'verb': 'тамагында', 'description': {'V': 'тамагында', 'Arg(субъект ментального состояния)': 'елау', 'Arg(место)': 'аның'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(субъект ментального состояния)', 'Arg(место)', 'V', 'O']}]","['Чөнки', 'ул', 'дәвам', 'итә', 'алмады,', 'елау', 'аның', 'тамагында', 'туктады']",1.0
"[{'verb': 'аңа', 'description': {'V': 'аңа', 'Arg(конечный посессор)': 'һәм', 'Arg(субъект восприятия)': 'һәм', 'Arg(стимул)': 'һәм'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(конечный посессор)', 'V', 'O']}]","['Ул', 'шифонны', 'кулга', 'алды', 'һәм', 'аңа', 'карады']",0.8
"[{'verb': 'көткән', 'description': {'V': 'көткән', 'Arg(срок)': 'гомерен', 'Arg(субъект поведения)': 'чөнки', 'Arg(говорящий)': 'чөнки'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(срок)', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект поведения)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Бер', 'нәрсә:', 'Кичер,', 'Кичер,', 'исеңә', 'төшер,', 'тугыз', 'ел', 'гомерен', 'минутлар,', 'минутлар', 'буе', 'йолып', 'ала', 'алмамыни,', 'чөнки', 'ул', 'күзләрен', 'түбәнәйтеп', 'басып', 'торды', 'да,', 'аның', 'нәрсә', 'әйтүен', 'көткән', 'дә,', 'Гүя', 'ул', 'аны', 'ышандырсын', 'дип', 'ялварып', 'сораган', 'кебек', 'тыңлады']",0.8
"[{'verb': '', 'description': {'Arg(субъект ментального состояния)': 'ул'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'O', 'O']}]","['Ул', 'аның', 'каты,', 'көчле', 'сулышын', 'ишетте,', 'һәм', 'ул', 'аны', 'аңлашылмый', 'иде']",0.5
"[{'verb': 'алмады', 'description': {'V': 'алмады', 'Arg(содержание мысли)': 'тапкыр', 'Arg(содержание действия)': 'сөйләшә'}, 'tags': ['O', 'O', 'Arg(содержание мысли)', 'Arg(содержание действия)', 'O', 'O', 'O', 'O', 'V']}]","['Ул', 'берничә', 'тапкыр', 'сөйләшә', 'башларга', 'теләде,', 'ләкин', 'булдыра', 'алмады']",0.5
"[{'verb': '', 'description': {'Arg(субъект ментального состояния)': 'аларның', 'Arg(содержание мысли)': 'хәтерлисең,', 'Arg(эталон)': 'тапкыр', 'Arg(говорящий)': 'белән'}, 'tags': ['O', 'Arg(субъект ментального состояния)', 'Arg(говорящий)', 'O', 'O', 'Arg(содержание мысли)', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(эталон)', 'O', 'O', 'O']}]","['–Син', 'алар', 'белән', 'уйнарга', 'балаларны', 'хәтерлисең,', 'һәм', 'мин', 'аларның', 'хәзер', 'үлгәннәрен', 'хәтерлим,', '""', 'диде', 'ул,', 'күрәсең,', 'бу', 'өч', 'көн', 'эчендә', 'үзенә', 'берничә', 'тапкыр', 'сөйләгән', 'бер', 'гыйбарә']",0.44
"[{'verb': '', 'description': {'Arg(субъект психологического состояния)': 'балаларымның'}, 'tags': ['Arg(субъект психологического состояния)', 'O', 'Arg(субъект психологического состояния)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': '', 'description': {'Arg(субъект ментального состояния)': 'ул', 'Arg(говорящий)': 'ул', 'Arg(агенс)': 'ул', 'Arg(пациенс перемещения)': 'башын'}, 'tags': ['Arg(субъект ментального состояния)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс перемещения)', 'O', 'O', 'O', 'O']}]","['-', 'Ирем,', 'балаларымның', 'әтисе', 'үз', 'балаларының', 'гувернанткасы', 'белән', 'мәхәббәткә', 'кергәч,', 'нишлисең', 'инде?–', 'ул', 'ни', 'сөйләгәнен', 'белмичә,', 'аяныч', 'тавыш', 'белән', 'сөйләде,', 'башын', 'түбәнрәк', 'һәм', 'түбәнрәк', 'төшерде']",0.52
"[{'verb': '', 'description': {'Arg(субъект восприятия)': 'аның', 'Arg(причина)': 'аның', 'Arg(субъект психологического состояния)': 'аның'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(субъект восприятия)', 'O', 'O', 'Arg(субъект восприятия)', 'O', 'O', 'O']}]","['Ул', 'аңа', 'карады,', 'һәм', 'аның', 'йөзендәге', 'явызлык', 'аны', 'куркытты', 'һәм', 'гаҗәпләндерде']",0.75
"[{'verb': '', 'description': {'Arg(субъект ментального состояния)': 'аны', 'Arg(субъект психологического состояния)': 'аны'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'O']}]","['Ул', 'аңа', 'карата', 'кызгануы', 'аны', 'рәнҗеткәнен', 'аңламады']",0.5
"[{'verb': 'күрде,', 'description': {'V': 'күрде,', 'Arg(содержание мысли)': 'үкенеч'}, 'tags': ['O', 'O', 'Arg(содержание мысли)', 'V', 'O', 'O', 'O']}]","['Ул', 'анда', 'үкенеч', 'күрде,', 'ләкин', 'мәхәббәт', 'түгел']",0.67
"[{'verb': 'мине', 'description': {'V': 'мине', 'Arg(причина)': 'ул'}, 'tags': ['V', 'O', 'Arg(причина)', 'V', 'O', 'O']}]","['"",', 'К,', 'ул', 'мине', 'нәфрәт', 'итә']",0.67
"[{'verb': '', 'description': {'Arg(место)': 'бүлмәдә,'}, 'tags': ['O', 'O', 'O', 'Arg(место)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Бу', 'вакытта', 'бүтән', 'бүлмәдә,', 'мөгаен,', 'егылган,', 'бала', 'кычкырган;', 'Дарья', 'Александровна', 'тыңлады', 'һәм', 'аның', 'йөзе', 'кинәт', 'йомшарды']",0.5
"[{'verb': 'белмичә,', 'description': {'V': 'белмичә,'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O']}]","['Ул,', 'күрәсең,', 'берничә', 'секунд', 'хәтерендә', 'калды,', 'кайда', 'һәм', 'нәрсә', 'эшләргә', 'белмичә,', 'тиз', 'торып', 'ишеккә', 'кагылды']",0.33
